Year.Grazing,Grazing,Year,Site.ID,AcmAm,AirCa,AloSa,AveFa,BarGr,BlenNa,BriMi,BroEl,BroMi,BroDi,BroHo,BroUp,CasAt,CasCa,CenSp,ChlPo,CicQu,CotCo,CroSe,DesDa,DowBi,DowCu,DowOr,EleAc,EleMa,ElyCa,EroBo,EryCa,EscLo,FesBr,FesPe,GerDi,GlyDe,GraEb,HolVir,HorMa,HypRa,JunBa,JunBu,JunCa,JunPa,LasFr,LasGl,CotCo.1,LayFr,LeoSa,LotPu,LupBi,LytHy,NavLe,NavMe,PilAm,PlagSt,PlagGr,PogZi,PsiBr,RanBo,TriDe,TriDu,TriBi,TriHi,TriEr,TriHy,TriLa,TriVa
2015_Grazed,Grazed,2015,D6-58,1,0,0,5.223333333,16.44333333,0,0.443333333,0,2.223333333,5.443333333,18.22,0,0,2.223333333,2.11,0,0,0,0,1.22,0.333333333,0,0,0,1.333333333,0.556666667,38.55666667,6.11,0,1.666666667,0,0,0,1.89,0,1.776666667,0,0,4.443333333,0,0,0.556666667,0,0,0,6.78,0,0.333333333,0,0,17,0,1.11,0,2.443333333,7.333333333,2.443333333,0,0,0,0,0,0.223333333,0,0
2016_Grazed,Grazed,2016,D6-58,0,0,0,15.33333333,4.666666667,0,2.89,0,2.886666667,1.223333333,29.88666667,0,0,4.89,1.223333333,0,0,0,0.11,4.333333333,14.77666667,0.333333333,0,0,4.11,0.886666667,23.55666667,15.89,0,13.89,1.223333333,0,0,3.776666667,0,1.666666667,0,0,27.22333333,0,0,5.89,0,0,0,18.33333333,0,6.333333333,0,30,0,0,1.11,0,1.776666667,10.22333333,6.443333333,0,1.333333333,0,0.223333333,0,0.776666667,0,0
2017_Grazed,Grazed,2017,D6-58,0,0,0,28.66666667,2.89,0.11,1.443333333,0,0.11,1.89,28,1.443333333,0,1.776666667,0.556666667,0,0.333333333,0,0.11,2.443333333,10,0.11,0.223333333,0,13.89,1.11,2.22,22.33333333,0,21.66666667,0.666666667,0,0,2,0,8.666666667,0,0,14.44333333,0,19.11333333,3.666666667,0,0,3.89,31.55666667,2.11,0,0.11,18.22333333,0,0,1.89,0,1.223333333,11.66666667,6.666666667,0.223333333,0,0,0.666666667,0,0.89,0,0
2015_Grazed,Grazed,2015,D6-59,0.446666667,0,1.89,14.11,7.67,0,1.89,0,1.446666667,0.89,6.556666667,0,0,0,2.333333333,0,0,0,0.223333333,0.666666667,0,0,0,0,0,1.556666667,48.88666667,0,0,29,0.22,0,0,0,0,1,0,0,2.11,0,0,0,0,0,0,30.66666667,0,0.223333333,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0
2016_Grazed,Grazed,2016,D6-59,0,0,0,15.44333333,10.44666667,0,5.556666667,0,0.89,0,24,0,0,0.333333333,3.11,0,0,0,0.666666667,0,0,0.443333333,0,0,0,0,41.66666667,0.443333333,0,40.77666667,0.553333333,0,0,3.776666667,0,2.666666667,0,0,20.33333333,13.89,0,0,0,0,0,57.78,0,0,11.33333333,0,0,0,0,0,1.11,2.443333333,0.11,0.556666667,0,0,0.776666667,0,0.223333333,0,0
2017_Grazed,Grazed,2017,D6-59,0,0,0,20.33333333,30.77666667,0,3,0,0.776666667,0,17.55666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,14,13.55666667,0.223333333,0,38.11333333,2.553333333,0,0,0.556666667,0,1.333333333,0,0,44,0,1.666666667,0,0,0,0,26.66666667,2.89,0,0.443333333,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0.333333333,0,0
2015_Grazed,Grazed,2015,D6-60,0.333333333,0,0,2.11,6.11,0,0.666666667,0,2.89,0,5.666666667,0,0,0,2.776666667,0,0,0,0.89,6.223333333,0,0,0,0,0,2.333333333,39.89,0.89,0,15,0.333333333,0,0,0,0,18,0,0,1.776666667,0.11,0,2.333333333,5.443333333,0,0,27.78,0,0.333333333,2.666666667,0,0,0,0,0,3.333333333,1.333333333,0.223333333,0,0.223333333,0,0,0,0,0,0
2016_Grazed,Grazed,2016,D6-60,0,0.443333333,0,0.89,5.11,0,0.776666667,0,0.89,2.223333333,18.89,0,0,0,0.446666667,0,0,0,0.223333333,1.443333333,0,0,0,0,0,0.556666667,32.11,13.77666667,0,20.66666667,0.333333333,0,0,9.11,0,3.78,0,0,10.55666667,0.443333333,0,22.77666667,0,5.223333333,0,26.22,0,0,4.89,0,0,0,15.55333333,0,4.666666667,4.89,11.33333333,1.11,0,0,0.89,0,0,0,0.223333333
2017_Grazed,Grazed,2017,D6-60,0,0,0,5.89,5.223333333,0,0.223333333,0,0.11,0,23,1.446666667,0.333333333,0,0,0,0,0,0.443333333,19,0,0,0,0,0.11,5.89,6.11,15.11333333,0,48.11,3.776666667,0,0,1.89,0,14.33333333,0,0,28.66666667,0,0,6.556666667,0,3.89,0,12.33666667,0.333333333,0,5.556666667,0,0,0,0.443333333,0,0.666666667,5.443333333,11.22333333,9.223333333,0,0,0,0,0,1.333333333,0
2015_Ungrazed,Ungrazed,2015,D6-61,8.89,0,0,21.11,14.33333333,0,4.666666667,0,0.553333333,16.33333333,7,0,0,0,3.666666667,0,0,0,0.11,2.223333333,0,0,0,0.11,0,0,26.66666667,0.11,0,10.11,0,0,0,0,0,4,0,0,0,0.333333333,0.333333333,0,0,0,0,16.11,0,1,0,0.666666667,0,1.223333333,0,0,2.443333333,0,0,0,0,0,0,0,0,0,0
2016_Ungrazed,Ungrazed,2016,D6-61,0,0,0,24.66666667,16.11,0,8.666666667,0,0,0,11.11,0,0,0,1.666666667,0,0,0,1.333333333,0,0,1.666666667,0.333333333,0,0.666666667,0,28.89,0.556666667,0,33.33333333,0,0,0,0,0,1.666666667,0,4.666666667,0,8.776666667,0,11.22333333,0,0,0,32.33,0,0.223333333,0,4.666666667,0,0,6.556666667,0,2.11,0.443333333,0.11,0,0,0,0,0,0.11,0,0
2017_Ungrazed,Ungrazed,2017,D6-61,0,1.11,0,17.77666667,1.553333333,0,2.89,0,2.113333333,1,4.666666667,0.89,0.223333333,0,0.89,0,4.89,0,0.223333333,36.55666667,0,1.223333333,6.556666667,0,0,8.443333333,2.223333333,0.333333333,0,20.22333333,0,0,0,3.333333333,0,0.11,12.33333333,0,1.666666667,22.88666667,0,20.11,0,0,0,24.88666667,0,0,0,16.89,0,0,0,0.223333333,0,0,0,0,0,0,0,0,0,0,0
2015_Ungrazed,Ungrazed,2015,D6-63,0,0,0,14.33333333,2.223333333,0,0.333333333,0,1.666666667,0,24.66666667,0,0,0,1.11,0,0,0,0.11,1.443333333,0,0,0,0.11,0,0,44,1.113333333,0,6.223333333,0,0,0,0,0,3.553333333,0,0,0,0,0,0,0,0,0,51.78,0,0,0,0,0.556666667,0,0,0.223333333,1.446666667,0,0,0,0,0,0,0,0,0,0
2016_Ungrazed,Ungrazed,2016,D6-63,0,0,0,4.223333333,9.666666667,0,3,0,0,0,32.89,0,0,0.223333333,0.666666667,0,0.89,0,0.556666667,0.333333333,0,0,0,0,0,0,30.44666667,2.666666667,0,20.22333333,0,0,0,0,0,0,0,0,0,2.443333333,1.11,0.776666667,0,0,16.22333333,57.33333333,0,0,0.11,1.666666667,0,0,0,8.556666667,1.666666667,0,0,0,0,0,0,0.11,8,0,0
2017_Ungrazed,Ungrazed,2017,D6-63,0,0.556666667,0,23.44333333,2.89,0,0,0,1.556666667,3.556666667,24.89,0.11,0,0.333333333,1.443333333,0,0.223333333,0,0,17.55333333,0,0.223333333,0.556666667,0,0,3.89,8.443333333,11.89,0,5.556666667,0.666666667,0,0,5.443333333,0,5.89,0,0,2.443333333,3,0,8.556666667,0,0,9.223333333,57,0,0,0,0,0,0,0,1.556666667,7.223333333,0,0,0,0,0,0,0,0,0,0
2015_Ungrazed,Ungrazed,2015,E5-03,0,0,0,10.89,1.223333333,0,2.443333333,0,0.666666667,0,7.113333333,0,0,0.443333333,1.443333333,0,0,0,0.11,30.33333333,0,0.443333333,0,0,0,0,32,3.333333333,0,14.33333333,8.443333333,0,0,0,0,6.776666667,0,0,0,0,0,0.333333333,0,0,0,53.11,0,5.666666667,0,8.11,0,0,0,0,1.443333333,0,0,0,0,0,0,0,0.443333333,0,0
2016_Ungrazed,Ungrazed,2016,E5-03,0,0,0,16.88666667,6.113333333,0,3.553333333,0,0,0,11.11,0,0,1.556666667,1.776666667,0,1.11,0,5.11,0.666666667,0,0,0,0,0.11,0,30.55666667,6.443333333,0,12.66666667,0,0,0,0.223333333,0,0,0,6.776666667,11.11,17.66666667,0,0.556666667,0,0,0,81.00333333,0,1,0.223333333,1.443333333,0,0,5.11,0,4.11,0,0,0,0,0,0,0,0.333333333,0,0
2017_Ungrazed,Ungrazed,2017,E5-03,0,0,4.443333333,26,0.886666667,2.776666667,1.11,0,1,0,4.11,0,0.223333333,1.443333333,1.223333333,0,0.443333333,0,0,45.11333333,0,0,16.22333333,2.223333333,0,9.556666667,19.44333333,9.78,0,11.11,0,0,0,13.77666667,0,0,0,0,0,0,0,7.223333333,0,0,1.666666667,44.55333333,0,0,0,7.11,0,0,9,0,4.89,1.89,0,0,0,0,0,0,0,0.333333333,0
2015_Ungrazed,Ungrazed,2015,E5-27,0,0,0.11,16,1.11,0,3.333333333,0,0.89,2.666666667,0.89,0,0,2.11,0.11,0,0,0,0,2.443333333,0.333333333,11.11,0,0,3.556666667,0,29.55666667,12.44333333,0,16.33333333,0.223333333,0,0,0,0,9,0,0,0,0.776666667,0,33.22,0,0,9.11,21.88666667,0,3,0,0,3.443333333,0,0,0,0,0,4.556666667,0,0,0,0,0,0,0,0
2016_Ungrazed,Ungrazed,2016,E5-27,0,0,0,17.89,1.776666667,0,13.66666667,0,0,0,0.443333333,0,0,3.89,0,0,1.666666667,0,0,0,0,0.11,1.443333333,0,3,0,44,3,0.11,16.88666667,0,0,0,1.333333333,0,0,0,0,0,3.89,0,27.44333333,0,0,7.78,31.55333333,0,3.666666667,0,3.776666667,0,0,1.11,0,0,0.443333333,7.11,1.89,0,0,0,12.44333333,1.666666667,0,0
2017_Ungrazed,Ungrazed,2017,E5-27,0,0,3.443333333,22.22333333,0,0,0,0,0.333333333,0,6.556666667,0,0,8.446666667,0,0,0,0,0,36,18.55666667,0,0.223333333,5.666666667,8.89,0,14.44333333,10.66666667,0,23.78,5,0,0,0.443333333,0,0,0,0,0,0,1.556666667,27.66666667,0,0,7.666666667,12.89,0,0.333333333,0,4.556666667,0,0,1.556666667,0,0,0,3,0,0,0,0.89,0,0,0,0
2015_Ungrazed,Ungrazed,2015,E5-30,0,0,0,30,2.223333333,0,12.22333333,0,1.113333333,3.776666667,26.33333333,0,0,0,0.223333333,0,0,0,0.22,2.333333333,0,0.223333333,0,0,0,0,29.44333333,0.776666667,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.55666667,0,0,0,0,0,0,0,0,7.666666667,0,0,0,0,0,0,0,0.666666667,0,0
2016_Ungrazed,Ungrazed,2016,E5-30,0,0,0,5.89,7.666666667,0,4.22,0,2,0,5,0,0,0,1.556666667,0,0.333333333,0,0.11,0,0,0,0,0,0,0,26.11333333,5.11,0.776666667,42.55666667,0,0,0,0,0,0.556666667,0,0,2.223333333,7.886666667,0,0,0,0,0.223333333,85.22,0,0.776666667,0,0.556666667,0,0,0,0,5.443333333,0,0,0,0,0,0,0,0.443333333,0,0
2017_Ungrazed,Ungrazed,2017,E5-30,0,0,0,7.89,1.11,0,9.446666667,0,3.223333333,5.223333333,6.556666667,0,0,0,0.11,0,0.223333333,0,0,29.22333333,0,0,0,0,0,13.89,8.11,1.556666667,0,48.88666667,0,0,0,0,0,0.89,0,0,0,17.22333333,0,0,0,0,0,63.66333333,0,0,0,0.776666667,0,0,0,0,25.22333333,0,0,0,0,0,0,0,0,0,0
2015_Grazed,Grazed,2015,E5-38,0,0,0,6.443333333,4.446666667,0,3.333333333,0,0.223333333,1.89,18.55666667,0,0,18.44333333,6.89,0,0,0,0,0,14.11,0,0,0,1.11,3.333333333,37.11,12.89,0,1.556666667,0,0,2.556666667,8.223333333,0,7.223333333,0,0,3.11,0,0,9,0,0,6.11,19.66666667,0,2.113333333,0,0,12.66666667,0,2.666666667,0,2.556666667,14.77666667,9.776666667,1.223333333,0,0,0,2.666666667,0.223333333,0,0
2016_Grazed,Grazed,2016,E5-38,0,0,0,5.223333333,7.556666667,0,2.11,0,0.776666667,0.556666667,32.78,0,0,4.223333333,0,0,0,0,0,0,18.33333333,0.776666667,0,0,3.666666667,0,33.77666667,16.22333333,0,31.77666667,0.333333333,0,0,0.223333333,0,6.666666667,0,0,17.55666667,1.11,0,13.11,0,0,0.11,15.88666667,0,5.666666667,0,21.66666667,0,0,4,0,0.776666667,12.44333333,17.89,0.443333333,1,0,0,1.556666667,0,0,0
2017_Grazed,Grazed,2017,E5-38,0,0,0,14.11,1.666666667,0,5,0,2.333333333,0,27.66666667,0,0,2.89,0.333333333,0,1.443333333,0,0.223333333,4.556666667,22.89,0,0,0,22.33333333,24.33333333,5.333333333,17.22333333,0,25.88666667,7.776666667,0,3.443333333,1.11,0,4.223333333,0.556666667,0,11.33333333,0,0,11.22333333,0,0,8.11,18.11,0,0.556666667,0.223333333,14.33333333,0,0,3,0,0,1.666666667,18.33333333,2.89,1.11,0,0.776666667,0,0.776666667,0.89,0
2015_Grazed,Grazed,2015,F5-10,0,0,0,4.776666667,4.333333333,0,1.666666667,0,5.223333333,0,21.44333333,0,0,0,1,0,0,0,0.89,2.11,0,0,0,0,0,7.223333333,31.55333333,4.776666667,0,17,0.223333333,0,0,0,0,5.89,0,0,0.666666667,0,0,14.44333333,0,0,0,55.11,0,0.556666667,0.666666667,0,0,0,0,0,1.113333333,9.556666667,0,0,0,0,0,0,0.333333333,0,0
2016_Grazed,Grazed,2016,F5-10,0,0,0,3,8.556666667,0,1,0,7.223333333,0,9.333333333,0,0,2.11,0.223333333,0,0.556666667,0,0.223333333,0,0,20,0,0,0,0,19.44333333,8.333333333,0,38.33333333,0,0,0,1,0,6.666666667,0,6.333333333,1.89,0.666666667,0,31.89,0,0,4,30.11,0,1.333333333,0.443333333,8.11,0,0,2.553333333,0,1.11,18.11333333,0,0,0,0,0,0,0.333333333,0,0
2017_Grazed,Grazed,2017,F5-10,0,0,0,9.223333333,3.776666667,0,0,0,1.886666667,1.333333333,17.33333333,0,0,9.666666667,0,0,0.223333333,0,0.443333333,5.11,0,17.55333333,0,0,15.11,0,24.11,12.66666667,0,33.33333333,0.443333333,0,0,2,0,5.556666667,0,0,6.553333333,1.11,20.33333333,25,0,0,0,16.44333333,0,0,0,4.443333333,0,0,10,0,4.333333333,5.89,0,0,0,0,0,0,0.556666667,0.556666667,0
