Site ID,Zone,Quadrat #,Grazing,Year,AcmAm,AirCa,AloSa,AveFa,BarGr,BleNa,BriMi,BroEl,BroMi,BroDi,BroHo,CasAt,CasCa,CenSp,ChlPo,CinQu,CotCo,CroSe,DesDa,DowBi,DowCu,DowOr,EleAr,EleMa,ElyCa ,EroBo,EryCa,EscLo,FesBr,FesPe,GerDi,GlyDe,GraEb,HolVi,HorMa,HypRa,JunBa,JunBu,JunCa,JunPa,LasFr,LasGl,LayFr,LeoSa,LupBi,LytHy,NavLe,NavMe,PilAm,PlaSt,PlaGr,PogZi,PsiBre,RanBo ,TriDe,TriDu,TriEr,TriHi,TriHy,TriLa,TriVa
C2-17,Upland,1,Ungrazed,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,19,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,2,Ungrazed,2016,0,0,0,0,7,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,3,Ungrazed,2016,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Pool,1,Ungrazed,2017,0,0,0,0,3,0,0,0,7,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0
C2-17,Pool,2,Ungrazed,2017,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,81,0,0,3,0,0,68,0,0,0,0,4,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
C2-17,Pool,3,Ungrazed,2017,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,57,0,7,0,64,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,28,0,3,0,6,0,0,0,0,0,0,0
C2-17,Transition,1,Ungrazed,2017,0,0,0,0,0,0,13,0,1,0,0,0,5,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,12,0,0,15,0,5,0,0,0,0,0,56,0,0,82,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
C2-17,Transition,2,Ungrazed,2017,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,5,0,0,0,0,0,2,0,0,0,20,16,0,0,70,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,5,3,0,0,39,10,0,0,0,0,0,0
C2-17,Transition,3,Ungrazed,2017,0,0,0,0,0,0,3,0,0,2,0,0,0,4,0,13,0,0,14,0,0,26,0,0,0,4,0,0,8,28,0,0,46,0,0,0,0,2,0,0,5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,1,Ungrazed,2017,0,0,0,0,0,0,0,0,0,33,78,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,2,Ungrazed,2017,0,0,0,100,0,0,0,0,0,3,100,0,0,0,0,0,0,2,0,0,0,0,0,0,17,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C2-17,Upland,3,Ungrazed,2017,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C2-18,Pool,1,Ungrazed,2015,0,0,0,0,24,0,15,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,30,0,0,0,0,0,2,0,0,33,0,0,0,0,0,48,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C2-18,Pool,2,Ungrazed,2015,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,23,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,0,0
C2-18,Pool,3,Ungrazed,2015,0,0,0,4,9,0,20,0,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,4,0,0,27,0,0,0,0,0,0,0,0,8,0,0,0,0,1,65,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,0,0
C2-18,Transition,1,Ungrazed,2015,0,0,0,13,11,0,22,0,0,0,39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,40,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,2,Ungrazed,2015,0,0,0,28,1,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,3,Ungrazed,2015,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,1,Ungrazed,2015,0,0,0,36,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,2,Ungrazed,2015,0,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,3,Ungrazed,2015,0,0,0,54,0,0,0,0,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Pool,1,Ungrazed,2016,0,0,0,0,14,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,5,0,0,0,18,0,0,0,0,30,4,0,0,0,0,83,0,0,0,0,0,70,0,3,0,0,0,0,0,0,0,0,0
C2-18,Pool,2,Ungrazed,2016,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Pool,3,Ungrazed,2016,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,1,0,0,62,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,1,Ungrazed,2016,0,0,0,0,12,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,2,40,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0
C2-18,Transition,2,Ungrazed,2016,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,0,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,45,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,3,Ungrazed,2016,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,1,Ungrazed,2016,0,0,0,50,6,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,99,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,2,Ungrazed,2016,0,0,0,14,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16,89,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C2-18,Upland,3,Ungrazed,2016,0,0,0,30,20,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,82,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Pool,1,Ungrazed,2017,0,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,6,0,0,29,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Pool,2,Ungrazed,2017,0,0,0,0,7,0,6,0,8,0,0,0,0,0,0,45,0,0,46,0,0,9,0,0,0,0,6,0,0,3,0,0,51,0,8,0,0,0,13,33,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
C2-18,Pool,3,Ungrazed,2017,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,99,0,21,0,0,0,0,0,37,0,0,0,0,0,61,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,1,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,2,Ungrazed,2017,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,32,4,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Transition,3,Ungrazed,2017,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-18,Upland,1,Ungrazed,2017,0,0,0,21,0,0,3,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
C2-18,Upland,2,Ungrazed,2017,0,0,0,13,0,0,0,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,0,0
C2-18,Upland,3,Ungrazed,2017,0,0,0,30,0,0,0,0,5,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Pool,1,Ungrazed,2015,0,0,3,0,8,0,0,0,5,0,0,0,2,7,0,0,0,0,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,51,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
C2-19,Pool,2,Ungrazed,2015,0,0,10,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,35,0,0,0,0,28,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,6,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0
C2-19,Pool,3,Ungrazed,2015,0,0,18,0,29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,10,0,14,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0
C2-19,Transition,1,Ungrazed,2015,0,0,12,6,9,0,15,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,14,0,0,0,0,40,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
C2-19,Transition,2,Ungrazed,2015,0,0,0,11,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,3,Ungrazed,2015,0,0,0,8,7,0,11,0,0,0,24,0,0,3,0,0,0,1,0,0,0,0,0,0,0,23,3,0,16,4,0,0,0,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,1,Ungrazed,2015,0,0,0,48,0,0,0,0,0,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,2,Ungrazed,2015,0,0,0,24,2,0,0,0,0,98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,3,Ungrazed,2015,0,0,0,44,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Pool,1,Ungrazed,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,43,0,0,0,0,0,13,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
C2-19,Pool,2,Ungrazed,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,0,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,0,0
C2-19,Pool,3,Ungrazed,2016,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,37,0,0,0,0,0,28,0,0,0,0,0,0,0,24,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,1,Ungrazed,2016,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,2,Ungrazed,2016,0,0,0,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,30,0,0,0,15,0,0,0,2,0,8,0,5,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,3,Ungrazed,2016,0,0,0,4,0,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,1,Ungrazed,2016,0,0,0,4,7,0,10,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0,6,65,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,2,Ungrazed,2016,0,0,0,3,0,0,0,0,0,89,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,3,Ungrazed,2016,0,0,0,0,0,0,0,0,0,92,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Pool,1,Ungrazed,2017,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,0,0,0,0,58,0,0,32,0,0,0,0,0,11,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,6,0,0,0,31,0,0,0,0,0,0,0
C2-19,Pool,2,Ungrazed,2017,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,23,0,0,9,0,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
C2-19,Pool,3,Ungrazed,2017,0,0,10,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,18,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0
C2-19,Transition,1,Ungrazed,2017,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,5,0,0,30,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,2,Ungrazed,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,3,0,0,58,0,0,100,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Transition,3,Ungrazed,2017,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,5,0,0,27,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,5,0,0,0,0,0,100,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,1,Ungrazed,2017,0,0,0,30,0,0,7,0,4,0,29,0,0,0,0,21,0,0,0,0,0,0,0,0,6,54,0,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,2,Ungrazed,2017,0,0,0,97,0,0,14,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-19,Upland,3,Ungrazed,2017,0,0,0,100,0,0,0,0,0,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,1,Ungrazed,2015,0,0,0,11,16,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,2,Ungrazed,2015,0,0,0,1,41,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,58,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,3,Ungrazed,2015,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Transition,1,Ungrazed,2015,0,0,0,4,2,0,0,0,1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Transition,2,Ungrazed,2015,0,0,0,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Transition,3,Ungrazed,2015,0,0,0,54,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Upland,1,Ungrazed,2015,0,0,0,12,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C3-12,Upland,2,Ungrazed,2015,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Upland,3,Ungrazed,2015,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,1,Ungrazed,2016,0,0,0,5,38,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,37,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C3-12,Pool,2,Ungrazed,2016,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,52,0,0,0,0,0,0,0,0,0,37,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,3,Ungrazed,2016,0,0,0,10,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C3-12,Transition,1,Ungrazed,2016,0,0,0,80,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
C3-12,Transition,2,Ungrazed,2016,0,0,0,80,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Transition,3,Ungrazed,2016,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Upland,1,Ungrazed,2016,0,0,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
C3-12,Upland,2,Ungrazed,2016,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C3-12,Upland,3,Ungrazed,2016,0,0,0,92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
C3-12,Pool,1,Ungrazed,2017,0,0,0,0,2,0,15,0,0,0,0,0,0,6,0,29,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,65,8,0,0,0,0,97,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0
C3-12,Pool,2,Ungrazed,2017,0,0,0,0,3,0,22,2,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,47,0,0,0,0,0,0,0,0,51,0,0,0,0,0,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Pool,3,Ungrazed,2017,0,0,0,0,10,0,15,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,75,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Transition,1,Ungrazed,2017,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,64,0,0,0,0,0,0,0,0,94,0,0,0,0,0,76,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0
C3-12,Transition,2,Ungrazed,2017,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,36,0,0,0,0,0,0,0,0,0,73,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C3-12,Transition,3,Ungrazed,2017,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Upland,1,Ungrazed,2017,0,0,0,100,0,0,0,0,0,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3-12,Upland,2,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0
C3-12,Upland,3,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0
C3-13,Pool,1,Ungrazed,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0
C3-13,Pool,2,Ungrazed,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
