Site ID,Zone,Quadrat #,Grazing,Year,AcmAm,AirCa,AloSa,AveFa,BarGr,BleNa,BriMi,BroEl,BroMi,BroDi,BroHo,CasAt,CasCa,CenSp,ChlPo,CinQu,CotCo,CroSe,DesDa,DowBi,DowCu,DowOr,EleAr,EleMa,ElyCa ,EroBo,EryCa,EscLo,FesBr,FesPe,GerDi,GlyDe,GraEb,HolVi,HorMa,HypRa,JunBa,JunBu,JunCa,JunPa,LasFr,LasGl,LayFr,LeoSa,LupBi,LytHy,NavLe,NavMe,PilAm,PlaSt,PlaGr,PogZi,PsiBre,RanBo ,TriDe,TriDu,TriEr,TriHi,TriHy,TriLa,TriVa
C2-11,Pool,2,Grazed,2015,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,16,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,3,0,16,51,0,0,0,0,0,0,0,0
C2-11,Pool,3,Grazed,2015,0,0,0,0,43,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,1,0,7,88,0,0,0,0,0,0,0,0
C2-11,Transition,1,Grazed,2015,0,0,0,0,12,0,0,0,6,0,0,0,0,2,0,0,0,0,77,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0
C2-11,Transition,2,Grazed,2015,0,0,0,7,13,0,9,0,15,0,22,0,0,1,0,0,0,0,3,0,0,0,0,0,0,23,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Transition,3,Grazed,2015,0,0,0,5,0,0,32,0,17,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,28,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C2-11,Upland,1,Grazed,2015,0,0,0,12,1,0,0,0,0,54,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Upland,2,Grazed,2015,0,0,0,7,1,0,0,0,0,19,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,98,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Upland,3,Grazed,2015,0,0,0,66,0,0,0,0,0,4,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Pool,1,Grazed,2016,0,0,0,0,62,0,0,0,2,0,0,0,0,0,0,0,0,0,27,9,5,7,0,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,29,0,0,0,0,0,6,0,2,24,0,0,0,0,0,0,0,0
C2-11,Pool,2,Grazed,2016,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,75,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
C2-11,Pool,3,Grazed,2016,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,27,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
C2-11,Transition,1,Grazed,2016,0,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,3,45,0,50,0,0,0,2,0,0,0,0,60,0,0,0,0,0,18,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
C2-11,Transition,2,Grazed,2016,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,45,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C2-11,Transition,3,Grazed,2016,0,0,0,0,62,0,0,0,7,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,24,0,0,37,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0
C2-11,Upland,1,Grazed,2016,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Upland,2,Grazed,2016,0,0,0,20,0,0,0,2,0,0,100,0,0,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
C2-11,Upland,3,Grazed,2016,0,0,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
C2-11,Pool,1,Grazed,2017,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,43,0,0,31,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,59,0,0,0,0,0,0,0,0
C2-11,Pool,2,Grazed,2017,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0,0,79,0,0,43,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,0,0,0,0,0,0,0,0
C2-11,Pool,3,Grazed,2017,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,29,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0
C2-11,Transition,1,Grazed,2017,0,0,0,0,0,0,4,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,11,0,0,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Transition,2,Grazed,2017,0,0,0,0,0,0,3,0,0,0,10,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,72,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Transition,3,Grazed,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,24,0,40,0,0,0,0,0,28,0,0,40,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Upland,1,Grazed,2017,0,0,0,100,0,0,0,0,0,19,14,0,0,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0
C2-11,Upland,2,Grazed,2017,0,0,0,77,0,0,0,0,0,25,32,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-11,Upland,3,Grazed,2017,0,0,0,6,10,0,0,0,0,2,10,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
C2-14,Pool,1,Ungrazed,2015,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,50,0,7,0,0,0,0,0,67,0,0,66,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
C2-14,Pool,2,Ungrazed,2015,0,0,0,0,12,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,12,0,34,0,17,0,0,0,0,0,0,0
C2-14,Pool,3,Ungrazed,2015,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,31,0,0,0,0,0,14,0,0,0,0,0,1,0,72,0,0,49,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
C2-14,Transition,1,Ungrazed,2015,0,0,0,7,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,33,0,0,3,0,0,0,0,0,16,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Transition,2,Ungrazed,2015,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,65,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Transition,3,Ungrazed,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,43,0,0,4,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Upland,1,Ungrazed,2015,0,0,0,29,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C2-14,Upland,2,Ungrazed,2015,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Upland,3,Ungrazed,2015,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,29,38,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Pool,1,Ungrazed,2016,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,46,0,0,0,0,0,40,0,0,0,0,0,0,0,68,0,0,21,0,0,0,0,0,2,0,10,3,19,0,0,0,0,0,0,0
C2-14,Pool,2,Ungrazed,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,4,0,0,0,0,0,12,0,1,47,0,0,0,0,0,0,0,0
C2-14,Pool,3,Ungrazed,2016,0,0,0,0,10,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,92,0,1,35,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0
C2-14,Transition,1,Ungrazed,2016,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Transition,2,Ungrazed,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,15,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0
C2-14,Transition,3,Ungrazed,2016,0,0,0,0,1,0,11,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
C2-14,Upland,1,Ungrazed,2016,0,0,0,0,0,0,6,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Upland,2,Ungrazed,2016,0,0,0,4,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Upland,3,Ungrazed,2016,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Pool,1,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,7,0,0,16,0,0,0,0,0,28,0,0,0,0,0,0,8,100,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
C2-14,Pool,2,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
C2-14,Pool,3,Ungrazed,2017,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,79,0,0,0,0,0,0,0,46,0,0,0,0,0,17,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,2,0,5,23,7,0,0,0,0,0,0,0
C2-14,Transition,1,Ungrazed,2017,0,0,0,0,0,0,30,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
C2-14,Transition,2,Ungrazed,2017,0,0,0,0,0,0,15,0,0,0,30,15,0,0,0,4,0,0,0,0,0,0,0,6,0,13,0,0,0,3,0,0,2,0,0,5,0,79,17,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Transition,3,Ungrazed,2017,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,12,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
C2-14,Upland,1,Ungrazed,2017,0,0,0,95,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-14,Upland,2,Ungrazed,2017,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,58,0,0,0,0,0,0,0,0,5,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
C2-14,Upland,3,Ungrazed,2017,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Pool,1,Ungrazed,2015,0,0,2,0,20,0,0,0,2,0,0,0,0,0,0,0,0,1,73,1,0,0,0,0,0,0,25,0,0,0,0,0,79,0,0,0,0,0,0,0,3,0,0,59,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
C2-15,Pool,2,Ungrazed,2015,0,0,0,0,25,0,0,0,1,0,0,0,39,0,0,0,0,0,0,39,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Pool,3,Ungrazed,2015,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
C2-15,Transition,1,Ungrazed,2015,1,0,0,6,5,0,18,0,4,0,21,27,0,9,0,0,0,0,10,0,0,0,0,0,0,16,0,0,44,0,0,0,0,0,0,0,0,0,11,0,0,0,0,64,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C2-15,Transition,2,Ungrazed,2015,0,0,0,21,13,0,11,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,47,0,0,4,0,0,0,0,0,0,0,0,0,37,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
C2-15,Transition,3,Ungrazed,2015,0,0,0,9,8,0,12,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Upland,1,Ungrazed,2015,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C2-15,Upland,2,Ungrazed,2015,0,0,0,28,2,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C2-15,Upland,3,Ungrazed,2015,0,0,0,43,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Pool,1,Ungrazed,2016,0,0,0,0,49,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,32,4,0,55,0,0,59,0,0,0,0,0,41,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,3,0,0,73,0,0,0,0,0,0,0,0
C2-15,Pool,2,Ungrazed,2016,0,0,0,0,60,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,3,0,0,73,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
C2-15,Pool,3,Ungrazed,2016,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,3,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,9,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
C2-15,Transition,1,Ungrazed,2016,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
C2-15,Transition,2,Ungrazed,2016,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Transition,3,Ungrazed,2016,0,0,0,10,3,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,77,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
C2-15,Upland,1,Ungrazed,2016,0,0,0,80,0,0,4,0,0,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Upland,2,Ungrazed,2016,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Upland,3,Ungrazed,2016,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Pool,1,Ungrazed,2017,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,62,0,0,96,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,0,0,12,0
C2-15,Pool,2,Ungrazed,2017,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,18,32,3,0,0,89,0,0,67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,6,0
C2-15,Pool,3,Ungrazed,2017,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,68,0,0,0,0,0,0,0,0
C2-15,Transition,1,Ungrazed,2017,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,85,0,0,0,0,0,6,0,28,3,0,0,0,0,1,0,0,0
C2-15,Transition,2,Ungrazed,2017,2,0,0,0,23,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-15,Transition,3,Ungrazed,2017,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,36,6,0,0,0,0,2,0,0,0
C2-15,Upland,1,Ungrazed,2017,0,0,0,100,3,0,0,0,0,9,39,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
C2-15,Upland,2,Ungrazed,2017,0,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
C2-15,Upland,3,Ungrazed,2017,0,0,0,81,0,0,0,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Pool,1,Ungrazed,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,38,0,0,0,0,0,67,0,0,0,0,0,0,0,95,0,0,18,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
C2-17,Pool,2,Ungrazed,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,32,0,0,0,0,0,0,0,98,0,0,1,0,0,0,0,0,35,0,0,0,14,0,0,0,0,0,0,0
C2-17,Pool,3,Ungrazed,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Transition,1,Ungrazed,2015,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,53,0,0,0,12,0,94,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Transition,2,Ungrazed,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,92,0,0,0,0,0,0,0,0,36,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Transition,3,Ungrazed,2015,0,0,0,7,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C2-17,Upland,1,Ungrazed,2015,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,2,Ungrazed,2015,0,0,0,16,1,0,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Upland,3,Ungrazed,2015,0,0,0,22,3,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
C2-17,Pool,1,Ungrazed,2016,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,81,0,29,0,0,43,0,0,15,0,0,15,0,0,0,0,50,0,0,0,0,0,68,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Pool,2,Ungrazed,2016,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Pool,3,Ungrazed,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,12,0,9,0,0,24,0,0,0,0,0,43,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,0,0
C2-17,Transition,1,Ungrazed,2016,0,0,0,5,0,0,5,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
C2-17,Transition,2,Ungrazed,2016,0,0,0,0,8,0,2,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2-17,Transition,3,Ungrazed,2016,0,0,0,4,0,0,9,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
